document_id,source_row_index,encoding_artefacts,has_encoding_artefacts,male_pronoun_count,female_pronoun_count,pronoun_mismatch,text_length
GAN10487,10487,replacement_char,True,6,0,False,2785
GAN11842,11842,replacement_char,True,0,0,False,2047
GAN8922,8922,,False,0,10,False,1889
GAN10934,10934,replacement_char,True,0,18,False,3569
GAN4239,4239,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,0,16,False,4085
GAN12877,12877,replacement_char,True,2,0,False,2198
GAN9897,9897,replacement_char,True,7,0,False,2697
GAN3681,3681,replacement_char,True,0,0,False,1823
GAN11216,11216,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,0,0,False,2813
GAN5174,5174,replacement_char,True,0,16,False,1850
GAN1694,1694,,False,0,14,False,2159
GAN12882,12882,,False,9,0,False,2564
GAN16181,16181,,False,0,10,False,2249
GAN4919,4919,replacement_char,True,0,15,False,3770
GAN12590,12590,,False,0,28,False,3388
GAN16717,16717,replacement_char,True,0,2,False,2429
GAN2877,2877,,False,3,0,False,2802
GAN2274,2274,,False,0,15,False,1873
GAN2762,2762,,False,0,6,False,1696
GAN3774,3774,,False,0,14,False,1939
GAN12645,12645,replacement_char,True,11,0,False,3646
GAN288,288,replacement_char,True,0,0,False,3022
GAN11436,11436,replacement_char,True,0,0,False,975
GAN7275,7275,,False,8,0,False,2755
GAN15745,15745,replacement_char,True,1,3,True,3076
GAN12823,12823,replacement_char,True,19,0,False,4116
GAN11749,11749,replacement_char,True,0,0,False,1778
GAN5921,5921,replacement_char,True,0,0,False,2006
GAN15431,15431,replacement_char,True,0,6,False,2385
GAN12948,12948,replacement_char,True,0,0,False,3007
GAN2652,2652,,False,0,10,False,2195
GAN5490,5490,replacement_char,True,18,0,False,2137
GAN8523,8523,replacement_char,True,10,0,False,1970
GAN12335,12335,,False,14,0,False,3349
GAN11405,11405,,False,1,0,False,1596
GAN15302,15302,replacement_char,True,0,6,False,1905
GAN16585,16585,replacement_char,True,13,0,False,3665
GAN15094,15094,,False,0,10,False,2204
GAN8423,8423,,False,13,0,False,2521
GAN16335,16335,replacement_char,True,0,10,False,2607
GAN6930,6930,replacement_char,True,0,8,False,1990
GAN11756,11756,replacement_char,True,0,0,False,1468
GAN12657,12657,replacement_char,True,16,0,False,3462
GAN7341,7341,replacement_char,True,0,0,False,2220
GAN2366,2366,,False,0,0,False,2017
GAN14881,14881,,False,10,0,False,2382
GAN16772,16772,replacement_char,True,12,0,False,3117
GAN4700,4700,,False,0,0,False,2649
GAN11350,11350,replacement_char,True,18,0,False,2683
GAN5957,5957,replacement_char,True,4,0,False,3004
GAN3600,3600,replacement_char,True,0,0,False,2232
GAN2459,2459,replacement_char,True,0,12,False,5427
GAN3839,3839,replacement_char,True,0,17,False,3356
GAN7993,7993,replacement_char,True,31,0,False,3447
GAN8079,8079,replacement_char,True,0,12,False,2564
GAN13587,13587,replacement_char,True,5,0,False,2467
GAN7872,7872,replacement_char,True,10,0,False,2355
GAN15966,15966,replacement_char,True,6,0,False,2216
GAN15802,15802,replacement_char,True,0,7,False,3713
GAN15148,15148,,False,7,0,False,2282
GAN386,386,replacement_char,True,0,0,False,2490
GAN8690,8690,replacement_char,True,15,0,False,2162
GAN10896,10896,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,0,0,False,2857
GAN9391,9391,replacement_char,True,0,0,False,2296
GAN4679,4679,replacement_char,True,0,0,False,4512
GAN15268,15268,replacement_char,True,0,0,False,2370
GAN8596,8596,replacement_char,True,0,0,False,1984
GAN985,985,replacement_char,True,10,0,False,2863
GAN854,854,replacement_char,True,0,13,False,2281
GAN9300,9300,replacement_char,True,26,0,False,3100
GAN15519,15519,replacement_char,True,16,0,False,5263
GAN5197,5197,replacement_char,True,0,0,False,1776
GAN10941,10941,replacement_char,True,0,0,False,2301
GAN12190,12190,replacement_char,True,0,7,False,3642
GAN16128,16128,replacement_char,True,0,11,False,2466
GAN12114,12114,replacement_char,True,0,5,False,2821
GAN891,891,replacement_char,True,0,10,False,3199
GAN16133,16133,replacement_char,True,16,0,False,3386
GAN8577,8577,replacement_char,True,0,0,False,2033
GAN16557,16557,replacement_char,True,3,0,False,2511
GAN12871,12871,replacement_char,True,0,0,False,2000
GAN6360,6360,replacement_char,True,23,0,False,3090
GAN13178,13178,replacement_char,True,10,0,False,2890
GAN10009,10009,replacement_char,True,0,11,False,3187
GAN9190,9190,replacement_char,True,18,0,False,3134
GAN10984,10984,replacement_char,True,0,8,False,2085
GAN666,666,replacement_char,True,0,0,False,2014
GAN12145,12145,replacement_char,True,6,0,False,3234
GAN1295,1295,replacement_char,True,0,0,False,2605
GAN3293,3293,replacement_char,True,24,0,False,3054
GAN9955,9955,replacement_char,True,12,0,False,3009
GAN2306,2306,replacement_char,True,0,0,False,2519
GAN15697,15697,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,0,11,False,3967
GAN4,4,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,0,19,False,3084
GAN16251,16251,replacement_char,True,0,9,False,2545
GAN2938,2938,replacement_char,True,10,0,False,1732
GAN10583,10583,replacement_char,True,15,0,False,3932
GAN13006,13006,,False,4,0,False,2154
GAN10509,10509,replacement_char,True,0,14,False,3893
GAN4004,4004,replacement_char,True,0,9,False,2195
GAN11728,11728,replacement_char,True,0,0,False,1636
GAN1961,1961,replacement_char,True,0,0,False,2267
GAN16420,16420,replacement_char,True,20,0,False,3061
GAN10447,10447,,False,0,0,False,2886
GAN15113,15113,,False,23,0,False,3394
GAN15470,15470,replacement_char,True,0,14,False,3367
GAN6701,6701,replacement_char,True,0,0,False,2996
GAN14146,14146,replacement_char,True,6,0,False,2290
GAN748,748,replacement_char,True,13,0,False,2419
GAN9179,9179,replacement_char,True,0,20,False,3802
GAN1934,1934,replacement_char,True,0,25,False,3709
GAN2233,2233,replacement_char,True,23,0,False,2771
GAN598,598,replacement_char,True,12,0,False,2816
GAN8954,8954,replacement_char,True,0,10,False,1917
GAN5528,5528,,False,12,0,False,2360
GAN4831,4831,replacement_char,True,0,5,False,1740
GAN3829,3829,replacement_char,True,0,17,False,4345
GAN16408,16408,replacement_char,True,7,0,False,3068
GAN763,763,replacement_char,True,20,0,False,3296
GAN14271,14271,,False,5,0,False,2788
GAN2822,2822,replacement_char,True,0,0,False,2857
GAN14888,14888,replacement_char,True,9,0,False,2248
GAN2149,2149,utf8_double_e; replacement_char,True,0,20,False,5297
GAN3015,3015,replacement_char,True,18,0,False,3388
GAN5627,5627,replacement_char,True,6,0,False,3452
GAN6251,6251,replacement_char,True,7,0,False,2431
GAN13993,13993,replacement_char,True,15,0,False,1889
GAN7405,7405,replacement_char,True,10,0,False,3305
GAN8473,8473,,False,14,0,False,2367
GAN16947,16947,replacement_char,True,0,3,False,2898
GAN14503,14503,replacement_char,True,19,0,False,3229
GAN9618,9618,replacement_char,True,13,0,False,3001
GAN2681,2681,replacement_char,True,0,5,False,2619
GAN6029,6029,replacement_char,True,11,0,False,3998
GAN12218,12218,replacement_char,True,0,5,False,2512
GAN13114,13114,replacement_char,True,0,8,False,2489
GAN12300,12300,replacement_char,True,19,0,False,3833
GAN12068,12068,replacement_char,True,7,0,False,2594
GAN6677,6677,replacement_char,True,0,0,False,2392
GAN8854,8854,replacement_char,True,0,13,False,1792
GAN4777,4777,replacement_char,True,0,0,False,2896
GAN9937,9937,replacement_char,True,3,0,False,2170
GAN5767,5767,,False,0,0,False,2707
GAN10260,10260,,False,12,0,False,1896
GAN12326,12326,replacement_char,True,11,0,False,3170
GAN6011,6011,replacement_char,True,9,0,False,2174
GAN6986,6986,replacement_char,True,0,0,False,2056
GAN16257,16257,replacement_char,True,6,0,False,2089
GAN3801,3801,replacement_char,True,0,9,False,2694
GAN1281,1281,replacement_char,True,0,0,False,1901
GAN8221,8221,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,0,11,False,2706
GAN3468,3468,replacement_char,True,0,9,False,2604
GAN12676,12676,replacement_char,True,16,0,False,3909
GAN4342,4342,replacement_char,True,0,10,False,2736
GAN1486,1486,replacement_char,True,0,0,False,1942
GAN13822,13822,replacement_char,True,15,0,False,2712
GAN12772,12772,replacement_char,True,0,3,False,2354
GAN2487,2487,replacement_char,True,3,0,False,2979
GAN14930,14930,,False,0,15,False,1642
GAN2541,2541,replacement_char,True,0,0,False,3293
GAN4809,4809,replacement_char,True,8,0,False,4472
GAN2746,2746,replacement_char,True,0,0,False,2003
GAN10123,10123,replacement_char,True,17,0,False,2448
GAN4320,4320,replacement_char,True,25,0,False,2944
GAN15529,15529,,False,9,0,False,3125
GAN4910,4910,replacement_char,True,8,0,False,1161
GAN6571,6571,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,0,0,False,2755
GAN40,40,replacement_char,True,10,0,False,2918
GAN5996,5996,replacement_char,True,0,0,False,2918
GAN16820,16820,,False,10,0,False,2558
GAN13058,13058,replacement_char,True,11,0,False,3199
GAN9943,9943,replacement_char,True,26,0,False,4068
GAN17001,17001,replacement_char,True,4,0,False,2015
GAN14468,14468,replacement_char,True,12,0,False,2688
GAN12465,12465,,False,1,14,True,2956
GAN17287,17287,replacement_char,True,0,6,False,2293
GAN11995,11995,replacement_char,True,0,0,False,3422
GAN14628,14628,replacement_char,True,0,0,False,3252
GAN14823,14823,replacement_char,True,0,17,False,3435
GAN13019,13019,replacement_char,True,8,0,False,4669
GAN1866,1866,,False,0,11,False,2014
GAN3710,3710,,False,20,0,False,2796
GAN10383,10383,replacement_char,True,16,0,False,4059
GAN15108,15108,replacement_char,True,0,0,False,3406
GAN11711,11711,replacement_char,True,0,0,False,1672
GAN15174,15174,replacement_char,True,7,0,False,2053
GAN16938,16938,replacement_char,True,0,10,False,2866
GAN1938,1938,replacement_char,True,9,0,False,2766
GAN17201,17201,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,12,0,False,4304
GAN13376,13376,replacement_char,True,0,10,False,2211
GAN15255,15255,replacement_char,True,0,8,False,3494
GAN3514,3514,replacement_char,True,0,13,False,2016
GAN8949,8949,replacement_char,True,0,0,False,3057
GAN1511,1511,replacement_char,True,0,0,False,2638
GAN4424,4424,replacement_char,True,0,0,False,2086
GAN8208,8208,replacement_char,True,0,0,False,1599
GAN14872,14872,replacement_char,True,13,0,False,2166
GAN2112,2112,replacement_char,True,0,0,False,2349
GAN11463,11463,replacement_char,True,0,0,False,2335
GAN1597,1597,,False,0,0,False,2287
GAN7578,7578,replacement_char,True,0,0,False,2638
GAN15208,15208,replacement_char,True,0,8,False,2802
GAN16225,16225,replacement_char,True,0,11,False,2886
GAN5976,5976,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,3,0,False,2129
GAN5906,5906,replacement_char,True,0,0,False,1954
GAN6661,6661,replacement_char,True,0,0,False,1339
GAN3630,3630,replacement_char,True,16,0,False,2927
GAN12348,12348,,False,13,0,False,2868
GAN12468,12468,replacement_char,True,0,12,False,2523
GAN13162,13162,replacement_char,True,9,0,False,4073
GAN11874,11874,,False,0,0,False,1563
GAN13109,13109,replacement_char,True,0,10,False,3663
GAN12460,12460,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,0,23,False,3584
GAN12236,12236,replacement_char,True,0,10,False,2434
GAN6987,6987,replacement_char,True,4,0,False,2349
GAN7409,7409,replacement_char,True,0,19,False,4101
GAN1500,1500,replacement_char,True,10,0,False,2893
GAN7738,7738,replacement_char,True,8,0,False,2483
GAN15377,15377,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,0,6,False,3498
GAN3281,3281,utf8_double_A; utf8_double_e; utf8_nbsp; replacement_char,True,0,0,False,3418
GAN1171,1171,replacement_char,True,0,13,False,2995
GAN16833,16833,replacement_char,True,0,26,False,3843
GAN5213,5213,replacement_char,True,6,0,False,3180
GAN7202,7202,replacement_char,True,0,14,False,2322
GAN14672,14672,replacement_char,True,0,12,False,2482
GAN15997,15997,replacement_char,True,2,4,True,2542
GAN14887,14887,utf8_double_A; utf8_double_e; utf8_nbsp; replacement_char,True,11,0,False,3214
GAN7093,7093,replacement_char,True,0,5,False,3228
GAN10737,10737,,False,5,0,False,2199
GAN17135,17135,,False,9,0,False,3450
GAN744,744,replacement_char,True,0,9,False,3350
GAN12949,12949,replacement_char,True,0,7,False,2674
GAN2228,2228,replacement_char,True,14,0,False,3246
GAN16469,16469,replacement_char,True,0,0,False,4150
GAN2748,2748,replacement_char,True,8,0,False,2359
GAN10371,10371,replacement_char,True,0,7,False,1952
GAN10386,10386,replacement_char,True,0,0,False,1966
GAN3095,3095,replacement_char,True,7,0,False,2595
GAN10931,10931,replacement_char,True,0,0,False,2556
GAN6706,6706,replacement_char,True,0,11,False,2430
GAN2887,2887,replacement_char,True,4,0,False,2368
GAN4345,4345,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,12,0,False,3705
GAN694,694,replacement_char,True,0,7,False,2498
GAN15665,15665,replacement_char,True,0,11,False,3248
GAN5140,5140,replacement_char,True,0,21,False,2780
GAN12835,12835,replacement_char,True,12,0,False,2962
GAN15012,15012,replacement_char,True,12,0,False,1813
GAN3846,3846,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,0,0,False,3276
GAN5121,5121,replacement_char,True,0,4,False,1472
GAN2548,2548,replacement_char,True,9,0,False,2693
GAN8631,8631,replacement_char,True,0,1,False,1382
GAN11844,11844,replacement_char,True,0,0,False,1555
GAN12641,12641,replacement_char,True,12,0,False,2570
GAN1683,1683,replacement_char,True,17,0,False,3086
GAN3758,3758,replacement_char,True,0,0,False,2964
GAN4250,4250,,False,16,0,False,3205
GAN7650,7650,replacement_char,True,19,0,False,2425
GAN8941,8941,replacement_char,True,0,0,False,2475
GAN12036,12036,replacement_char,True,0,3,False,2067
GAN8375,8375,replacement_char,True,14,0,False,2668
GAN5567,5567,replacement_char,True,2,0,False,2216
GAN11400,11400,replacement_char,True,3,0,False,1109
GAN11983,11983,,False,0,17,False,3503
GAN13598,13598,replacement_char,True,8,0,False,2422
GAN13983,13983,,False,24,0,False,3094
GAN14581,14581,,False,9,0,False,2335
GAN6002,6002,replacement_char,True,0,12,False,2339
GAN16324,16324,replacement_char,True,7,0,False,2350
GAN3638,3638,replacement_char,True,9,0,False,3028
GAN6112,6112,replacement_char,True,8,0,False,2601
GAN6204,6204,replacement_char,True,7,0,False,2524
GAN15772,15772,replacement_char,True,16,0,False,2327
GAN13796,13796,,False,8,0,False,2098
GAN12556,12556,replacement_char,True,7,0,False,2436
GAN9654,9654,replacement_char,True,0,3,False,1830
GAN9299,9299,replacement_char,True,0,0,False,4325
GAN3300,3300,replacement_char,True,20,0,False,3423
GAN8893,8893,replacement_char,True,15,0,False,2430
GAN13183,13183,replacement_char,True,19,0,False,3514
GAN15193,15193,replacement_char,True,15,0,False,3466
GAN9891,9891,replacement_char,True,6,0,False,2656
GAN536,536,replacement_char,True,0,0,False,2719
GAN16867,16867,replacement_char,True,0,0,False,3677
GAN9562,9562,replacement_char,True,0,18,False,2519
GAN15479,15479,replacement_char,True,0,14,False,3141
GAN6738,6738,replacement_char,True,11,0,False,2102
GAN9250,9250,,False,24,0,False,2265
GAN16907,16907,replacement_char,True,7,0,False,2611
GAN14810,14810,,False,0,15,False,2324
GAN6164,6164,replacement_char,True,0,13,False,2021
GAN10630,10630,,False,25,0,False,2504
GAN2246,2246,replacement_char,True,0,0,False,2333
GAN4563,4563,replacement_char,True,11,0,False,2361
GAN8006,8006,replacement_char,True,0,0,False,1956
GAN4808,4808,replacement_char,True,13,0,False,3066
GAN10753,10753,replacement_char,True,22,0,False,3097
GAN7688,7688,replacement_char,True,6,0,False,2018
GAN12422,12422,,False,0,3,False,2395
GAN14689,14689,replacement_char,True,0,0,False,3319
GAN7401,7401,replacement_char,True,0,11,False,2549
GAN15029,15029,,False,8,0,False,2807
GAN13149,13149,,False,0,11,False,2837
GAN17202,17202,,False,3,0,False,1684
GAN3692,3692,replacement_char,True,12,0,False,2906
GAN10965,10965,replacement_char,True,11,0,False,3049
GAN12979,12979,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,0,0,False,4145
GAN9815,9815,replacement_char,True,0,0,False,3893
GAN10977,10977,replacement_char,True,5,0,False,2890
GAN10615,10615,replacement_char,True,7,0,False,3708
GAN7392,7392,replacement_char,True,6,0,False,3638
GAN3532,3532,replacement_char,True,14,0,False,3083
GAN9696,9696,replacement_char,True,0,0,False,2093
GAN7818,7818,replacement_char,True,10,0,False,2307
GAN14551,14551,replacement_char,True,19,0,False,2514
GAN13327,13327,replacement_char,True,0,3,False,2296
GAN10183,10183,replacement_char,True,25,0,False,3763
GAN14236,14236,replacement_char,True,0,11,False,2459
GAN13858,13858,replacement_char,True,0,7,False,2632
GAN3493,3493,replacement_char,True,0,33,False,4855
GAN12005,12005,replacement_char,True,0,0,False,4355
GAN7712,7712,,False,0,12,False,2100
GAN15965,15965,replacement_char,True,0,13,False,4524
GAN7987,7987,replacement_char,True,0,0,False,3243
GAN804,804,,False,0,10,False,1933
GAN15262,15262,replacement_char,True,0,10,False,3545
GAN11988,11988,replacement_char,True,6,0,False,2896
GAN6137,6137,replacement_char,True,0,0,False,2730
GAN15434,15434,replacement_char,True,0,22,False,3262
GAN9566,9566,replacement_char,True,0,0,False,2047
GAN3675,3675,replacement_char,True,10,0,False,2960
GAN17107,17107,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,6,0,False,4134
GAN11372,11372,replacement_char,True,0,0,False,1792
GAN14243,14243,,False,33,0,False,4017
GAN446,446,replacement_char,True,0,0,False,2800
GAN13122,13122,replacement_char,True,0,14,False,2983
GAN78,78,replacement_char,True,11,0,False,3306
GAN14294,14294,,False,0,12,False,1982
GAN1596,1596,replacement_char,True,0,0,False,1787
GAN6380,6380,replacement_char,True,18,0,False,2257
GAN11752,11752,replacement_char,True,0,0,False,2223
GAN10,10,replacement_char,True,11,0,False,2379
GAN12319,12319,replacement_char,True,23,0,False,5080
GAN10514,10514,replacement_char,True,0,14,False,2855
GAN10908,10908,replacement_char,True,0,0,False,3127
GAN1624,1624,replacement_char,True,0,0,False,2519
GAN6501,6501,replacement_char,True,0,0,False,3114
GAN3137,3137,replacement_char,True,9,0,False,2155
GAN8002,8002,replacement_char,True,14,0,False,2456
GAN14443,14443,,False,0,22,False,2677
GAN731,731,replacement_char,True,0,0,False,2151
GAN12866,12866,replacement_char,True,11,0,False,3794
GAN15774,15774,replacement_char,True,11,0,False,2397
GAN15168,15168,replacement_char,True,8,0,False,2145
GAN2437,2437,replacement_char,True,0,0,False,3269
GAN6954,6954,,False,0,12,False,1829
GAN14009,14009,replacement_char,True,1,0,False,4168
GAN5248,5248,replacement_char,True,11,0,False,2881
GAN9588,9588,replacement_char,True,0,0,False,2265
GAN2039,2039,replacement_char,True,0,11,False,3682
GAN5827,5827,replacement_char,True,0,7,False,2955
GAN10580,10580,replacement_char,True,14,0,False,2229
GAN2992,2992,,False,11,0,False,2598
GAN2854,2854,,False,0,11,False,2424
GAN803,803,,False,19,0,False,2846
GAN6244,6244,replacement_char,True,1,10,True,2897
GAN11472,11472,replacement_char,True,0,0,False,1097
GAN15503,15503,replacement_char,True,24,0,False,3422
GAN16681,16681,replacement_char,True,8,0,False,2965
GAN12836,12836,replacement_char,True,0,0,False,2877
GAN9002,9002,replacement_char,True,0,0,False,2276
GAN11763,11763,replacement_char,True,0,0,False,1519
GAN16714,16714,,False,11,0,False,2845
GAN4112,4112,replacement_char,True,4,0,False,2965
GAN14949,14949,replacement_char,True,0,6,False,2693
GAN8645,8645,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,6,0,False,2425
GAN10829,10829,replacement_char,True,12,0,False,3067
GAN10149,10149,replacement_char,True,0,7,False,4605
GAN13990,13990,replacement_char,True,22,0,False,3329
GAN3535,3535,replacement_char,True,15,0,False,3297
GAN338,338,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,11,0,False,3686
GAN9926,9926,replacement_char,True,0,0,False,2550
GAN10527,10527,replacement_char,True,7,0,False,3603
GAN16758,16758,replacement_char,True,8,0,False,2874
GAN10771,10771,replacement_char,True,0,0,False,2715
GAN9344,9344,replacement_char,True,0,7,False,2668
GAN6331,6331,,False,0,0,False,1835
GAN704,704,replacement_char,True,0,9,False,1951
GAN16645,16645,replacement_char,True,7,0,False,2661
GAN11936,11936,replacement_char,True,0,7,False,2407
GAN12484,12484,replacement_char,True,0,16,False,3878
GAN15399,15399,,False,0,12,False,3317
GAN16983,16983,,False,20,0,False,2813
GAN13711,13711,replacement_char,True,0,9,False,2584
GAN15685,15685,,False,0,7,False,2773
GAN7573,7573,replacement_char,True,14,0,False,2327
GAN2268,2268,,False,0,0,False,2226
GAN11520,11520,replacement_char,True,4,0,False,1375
GAN10865,10865,replacement_char,True,15,0,False,2524
GAN4368,4368,replacement_char,True,0,0,False,3129
GAN8013,8013,replacement_char,True,13,0,False,3289
GAN10186,10186,replacement_char,True,0,0,False,2024
GAN4352,4352,,False,14,0,False,2892
GAN14284,14284,,False,13,0,False,1542
GAN9399,9399,replacement_char,True,8,0,False,3122
GAN5491,5491,replacement_char,True,0,0,False,2509
GAN15317,15317,replacement_char,True,0,0,False,2268
GAN14954,14954,,False,0,8,False,1869
GAN3356,3356,replacement_char,True,0,0,False,2146
GAN2564,2564,replacement_char,True,0,13,False,2859
GAN538,538,replacement_char,True,11,0,False,3009
GAN2259,2259,replacement_char,True,0,0,False,3029
GAN15992,15992,replacement_char,True,14,0,False,2636
GAN4402,4402,replacement_char,True,22,0,False,3142
GAN938,938,replacement_char,True,0,12,False,2902
GAN1640,1640,replacement_char,True,21,0,False,2618
GAN10268,10268,replacement_char,True,3,0,False,3528
GAN6368,6368,replacement_char,True,11,0,False,2760
GAN5977,5977,replacement_char,True,0,0,False,2625
GAN14375,14375,replacement_char,True,15,0,False,3127
GAN14081,14081,replacement_char,True,0,10,False,2950
GAN14598,14598,replacement_char,True,0,8,False,2412
GAN8494,8494,replacement_char,True,0,10,False,1632
GAN4707,4707,replacement_char,True,0,0,False,2537
GAN2023,2023,replacement_char,True,23,0,False,2503
GAN5034,5034,,False,0,17,False,2092
GAN2907,2907,replacement_char,True,3,0,False,1962
GAN15250,15250,replacement_char,True,0,20,False,2544
GAN8224,8224,replacement_char,True,0,9,False,1785
GAN7348,7348,replacement_char,True,10,0,False,2877
GAN15783,15783,replacement_char,True,4,0,False,3430
GAN1250,1250,replacement_char,True,15,0,False,2508
GAN14973,14973,,False,0,16,False,2755
GAN9212,9212,replacement_char,True,14,0,False,2078
GAN1584,1584,,False,0,13,False,1655
GAN5151,5151,replacement_char,True,0,10,False,1976
GAN10884,10884,replacement_char,True,3,3,True,3450
GAN10902,10902,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,0,0,False,3444
GAN6296,6296,replacement_char,True,0,0,False,1740
GAN6022,6022,replacement_char,True,0,0,False,2887
GAN7061,7061,replacement_char,True,0,4,False,2764
GAN11956,11956,replacement_char,True,0,0,False,3055
GAN419,419,replacement_char,True,0,20,False,3171
GAN1534,1534,replacement_char,True,0,11,False,2448
GAN6358,6358,,False,0,0,False,1466
GAN7541,7541,replacement_char,True,0,6,False,2187
GAN13487,13487,,False,2,0,False,1362
GAN2628,2628,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,0,0,False,2868
GAN8969,8969,replacement_char,True,0,9,False,2649
GAN17003,17003,replacement_char,True,17,0,False,4307
GAN2536,2536,,False,0,6,False,2594
GAN8099,8099,replacement_char,True,0,7,False,2038
GAN6094,6094,replacement_char,True,0,20,False,3272
GAN9103,9103,replacement_char,True,17,1,True,3482
GAN12950,12950,replacement_char,True,13,0,False,2686
GAN848,848,replacement_char,True,0,0,False,3040
